sample,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70#0,feature_71#0,feature_72#0,feature_73#0,feature_74#0,feature_75#0,feature_76#0,feature_77#0,feature_78#0,feature_79#0,feature_80#1,feature_81#1,feature_82#1,feature_83#1,feature_84#1,feature_85#1,feature_86#1,feature_87#1,feature_88#1,feature_89#1,feature_90#2,feature_91#2,feature_92#2,feature_93#2,feature_94#2,feature_95#2,feature_96#2,feature_97#2,feature_98#2,feature_99#2,status
sample_248,0.883634564,0.853478364,0.67076708,0.848444421,0.875468515,0.601287395,0.026648302,0.694573877,0.680815948,0.702479905,0.710288254,0.500985497,0.794067004,0.212810907,0.695275556,0.488397044,0.955404036,0.336496883,0.360168431,0.243716012,0.021845078,0.449868,0.300876676,0.1470906,0.652459967,0.319962894,0.093744044,0.556707791,0.927362098,0.909286571,0.458556038,0.455728031,0.063295739,0.267492617,0.014985048,0.983268663,0.34833307,0.988296694,0.523331815,0.096751943,0.504756164,0.127866509,0.967311793,0.447131225,0.343973245,0.042316784,0.720713063,0.546894995,0.7662629,0.282680824,0.274936994,0.40160549,0.015447782,0.302912467,0.022412672,0.867649122,0.873307026,0.847117723,0.795143882,0.464113589,0.813315887,0.014193209,0.190956301,0.279318078,0.167612966,0.963272427,0.03943223,0.14539522,0.344646388,0.654278891,0.29883212,0.114468968,0.805072795,0.641758811,0.593883646,0.014715928,0.871903521,0.402625021,0.357365918,0.379132793,0.898756615,0.928797878,0.110145843,0.366186708,0.783637402,0.811487681,0.575946261,0.551787145,0.272072632,0.397290553,0.000515189,0.262264146,0.156164393,0.88679782,0.994355574,0.2755344,0.281070638,0.0147786,0.201175922,0.403440672,0
sample_249,0.356294591,0.201148298,0.151425476,0.329688398,0.99207358,0.038547675,0.722135844,0.35269746,0.854127451,0.677733322,0.296389779,0.635867611,0.462051629,0.028566909,0.601471082,0.41972094,0.294743574,0.750858643,0.688918441,0.292736465,0.887571641,0.074514318,0.772920047,0.249933709,0.580402863,0.151884693,0.004350804,0.593462711,0.682535521,0.445375395,0.529577016,0.942483179,0.470667967,0.51528233,0.756181353,0.803883198,0.886688171,0.825600243,0.483107666,0.763919839,0.063137031,0.492343072,0.145837317,0.768306447,0.410344385,0.830241533,0.708376692,0.456516101,0.648379135,0.13350222,0.700684712,0.298713023,0.315745317,0.394312988,0.235238534,0.708529196,0.882148382,0.242916815,0.509891024,0.819208674,0.746561499,0.723821196,0.864312828,0.334898214,0.24208724,0.956108906,0.772578185,0.315543119,0.089104241,0.24262278,0.620296897,0.755513551,0.264432529,0.990710523,0.748275473,0.086695955,0.792828405,0.957762749,0.454399707,0.500491396,0.958534822,0.098984992,0.39414733,0.194901377,0.283842461,0.178582215,0.973034937,0.409604022,0.111588413,0.09598918,0.057641315,0.999074265,0.371518743,0.64547583,0.740429884,0.901090248,0.276630178,0.433668662,0.964959124,0.628439007,0
sample_250,0.348389518,0.748453749,0.359542436,0.755686244,0.370564183,0.313917238,0.028311289,0.265349077,0.438175316,0.430144166,0.745959701,0.760140395,0.970834616,0.545845532,0.837717813,0.926709852,0.118166645,0.381159367,0.697367082,0.392974769,0.715990043,0.724210363,0.00665106,0.816864049,0.866754807,0.04104362,0.350190872,0.34436859,0.366469566,0.635263464,0.20037654,0.288351759,0.336502036,0.325688731,0.544000963,0.41019055,0.637181489,0.158997048,0.639065407,0.607150932,0.592465311,0.419372758,0.941129069,0.541993349,0.003428666,0.620086001,0.412682051,0.91487037,0.973538943,0.964395512,0.839087475,0.552697716,0.218669526,0.156666726,0.257996173,0.98161839,0.767242782,0.614152344,0.073873819,0.565989391,0.573911789,0.29347416,0.362947424,0.775975543,0.470109343,0.899940038,0.967441467,0.824387807,0.594472674,0.463299548,0.476714338,0.959992414,0.820216523,0.476368046,0.513128655,0.893354666,0.03071927,0.040055417,0.549853113,0.092462969,0.617371867,0.357256236,0.327399224,0.058488064,0.496668335,0.458862291,0.432254688,0.333917236,0.910724353,0.188824494,0.827454249,0.254815963,0.377944366,0.94892163,0.605572351,0.227022803,0.350861531,0.289638588,0.749692682,0.534729248,0
sample_251,0.341481434,0.682149839,0.364393385,0.91458617,0.343000694,0.198967815,0.015246934,0.447376609,0.62968103,0.334552055,0.529179555,0.696774053,0.538753722,0.133222367,0.153627272,0.481369401,0.614354768,0.370434028,0.022155068,0.245866978,0.133805299,0.984075529,0.623718111,0.743956858,0.922572267,0.84370939,0.598540887,0.719145112,0.186558353,0.55525811,0.628310287,0.324373003,0.108497808,0.090503141,0.808367143,0.002334528,0.953719867,0.799396864,0.664413368,0.945196232,0.677096946,0.647194232,0.610182066,0.450845668,0.416910507,0.361355161,0.625450875,0.368787886,0.439288648,0.89474698,0.741837278,0.790229186,0.448981085,0.247853664,0.190409396,0.772265488,0.991949749,0.47643477,0.503333919,0.953685464,0.440021329,0.475107978,0.361815313,0.165879925,0.890460194,0.822032509,0.009079068,0.509743172,0.677233822,0.902851982,0.760495251,0.690750592,0.544450158,0.203505275,0.469528468,0.506988117,0.690851876,0.816481592,0.344661394,0.681308628,0.581436273,0.348549486,0.483474345,0.380372641,0.854782923,0.506644282,0.794682349,0.432520337,0.133724153,0.206986421,0.467678163,0.626829922,0.734804025,0.759068263,0.258116558,0.919536996,0.793435403,0.990546658,0.886939739,0.357732294,0
sample_252,0.622754579,0.226419663,0.826499467,0.280752272,0.458737946,0.331192571,0.746199162,0.496891619,0.102477933,0.097547469,0.237831737,0.804517166,0.544664445,0.993902971,0.393404735,0.047816262,0.702424585,0.613347553,0.550157001,0.857044414,0.671001082,0.152167123,0.757330933,0.776754359,0.7006601,0.292474285,0.27373623,0.768615051,0.619584657,0.612661674,0.927948878,0.613015852,0.919320553,0.101783813,0.695265889,0.110174711,0.089856562,0.892752295,0.979505054,0.647359381,0.667261747,0.019241498,0.899310066,0.088195471,0.117509427,0.25530932,0.100870949,0.478787804,0.841073923,0.030389881,0.761330554,0.258598235,0.560581297,0.377673889,0.33603647,0.085207804,0.301974004,0.028807497,0.084867878,0.747148793,0.857786116,0.829793294,0.735778266,0.123215586,0.93652947,0.008860675,0.681075309,0.44518806,0.012048924,0.41924548,0.210299061,0.977584923,0.944645782,0.159584969,0.049645905,0.866254191,0.606203796,0.416562994,0.408397181,0.574177429,0.963870052,0.183637765,0.231068742,0.278390447,0.387715007,0.153251353,0.996816541,0.89042317,0.675265521,0.355004412,0.418080527,0.921378397,0.836341509,0.592177237,0.032725127,0.090224495,0.928660605,0.431802772,0.513883628,0.484717412,0
sample_253,0.732271486,0.803577446,0.105575992,0.991239757,0.592365158,0.963962269,0.947065093,0.465736027,0.097888818,0.956217789,0.487625498,0.012603662,0.639902705,0.211550541,0.783861693,0.648691095,0.948296141,0.146069349,0.473428804,0.663008103,0.401028449,0.324247324,0.825611211,0.604189318,0.180390997,0.130927934,0.284938237,0.45652256,0.010266168,0.837056133,0.825956468,0.653939889,0.261880419,0.07764621,0.404552941,0.544223368,0.369890119,0.852494018,0.611710779,0.056106128,0.50679174,0.451175439,0.536267294,0.606919028,0.103484214,0.94955155,0.630416606,0.387181024,0.727268992,0.871534941,0.223987203,0.172983821,0.142834275,0.042082673,0.194963627,0.420246922,0.825552097,0.437238755,0.1883043,0.457456584,0.121658006,0.028073249,0.742188317,0.331980054,0.528063057,0.90324945,0.755542275,0.187479862,0.151397477,0.859670132,0.365832656,0.491606411,0.550586102,0.026217644,0.990866787,0.043052094,0.157115373,0.146090898,0.370424639,0.867755832,0.075069125,0.793821231,0.345611299,0.535614089,0.417116346,0.46243888,0.699724188,0.474224362,0.616819776,0.73008855,0.500045834,0.100734204,0.65144083,0.707750863,0.879529339,0.382314941,0.241000929,0.492072101,0.275013892,0.45475154,0
sample_254,0.95279278,0.099795752,0.206731075,0.631864025,0.26185683,0.569655935,0.699160827,0.258414142,0.698307935,0.549836317,0.898942472,0.329503208,0.866131937,0.202764392,0.260519676,0.026869357,0.615482284,0.682282931,0.888938285,0.979981516,0.798332784,0.259916799,0.494048037,0.095819055,0.243364802,0.938322653,0.55249625,0.85607259,0.127730855,0.667436454,0.470326387,0.097824825,0.881366605,0.162606872,0.241815127,0.370691512,0.269294162,0.775985775,0.209677871,0.29625091,0.704274446,0.05747416,0.787926649,0.257506493,0.124567969,0.244189612,0.844963151,0.503697573,0.542546653,0.008215562,0.504503901,0.490229425,0.22831345,0.672162592,0.839383201,0.347044996,0.44816657,0.947359352,0.766028756,0.064269931,0.05839069,0.521713065,0.672575765,0.067761609,0.79239734,0.210632845,0.261689657,0.274388119,0.086947247,0.593304093,0.722955797,0.333043158,0.185026477,0.61396526,0.637600824,0.035575822,0.257502355,0.347820734,0.789360632,0.525936437,0.113158164,0.641829291,0.406228056,0.77629808,0.817236426,0.604056885,0.081564209,0.555146801,0.729547854,0.10920436,0.815190885,0.763436212,0.777026584,0.731201957,0.369402121,0.587226651,0.077535029,0.97364832,0.133607619,0.8884236,0
sample_255,0.714415767,0.862866731,0.452310028,0.856040056,0.141805882,0.647583286,0.249038013,0.08750151,0.643480356,0.080946325,0.509175015,0.005468773,0.395400917,0.092964334,0.221617509,0.260984289,0.264570033,0.834569366,0.843859327,0.642918207,0.618799044,0.018807221,0.627959033,0.450582753,0.534183404,0.057403814,0.282509514,0.561523101,0.854321118,0.191486047,0.963279659,0.902920897,0.99980069,0.858151404,0.983240813,0.645872891,0.453648984,0.332615844,0.549556562,0.973938775,0.086943747,0.030903091,0.961716928,0.974221751,0.55136056,0.203425848,0.57941538,0.772227709,0.273415114,0.392342708,0.615522612,0.129478137,0.082603078,0.390657392,0.906276918,0.638120968,0.908216356,0.820857567,0.683731808,0.194696596,0.716929536,0.827396051,0.173915643,0.536962437,0.543352606,0.206921043,0.099548168,0.592607897,0.038478239,0.674271908,0.753600641,0.572785627,0.205158385,0.796914119,0.906690124,0.21705812,0.030391372,0.748188165,0.540752343,0.457662479,0.299495719,0.196442789,0.124069465,0.169147906,0.311035302,0.674659057,0.938675667,0.730430069,0.000157254,0.256029107,0.024606396,0.808019919,0.569813907,0.012496008,0.763846494,0.4407217,0.59302621,0.190301327,0.083225673,0.9430246,0
sample_256,0.435859107,0.13941703,0.293990805,0.078589972,0.673805512,0.12702762,0.79644123,0.241195031,0.507339872,0.083170135,0.320370068,0.874306673,0.545029983,0.640117161,0.003364278,0.61683902,0.626343926,0.67198547,0.946029811,0.71189751,0.195411248,0.400689675,0.487359119,0.372799265,0.151255732,0.650956734,0.392533963,0.951878885,0.983434486,0.917167324,0.501297011,0.608494762,0.347512891,0.471682156,0.051057223,0.315667005,0.199687248,0.404671752,0.728851646,0.591045187,0.36851898,0.305589776,0.056344791,0.457880323,0.589030595,0.676453235,0.441449474,0.90142168,0.362197076,0.268505217,0.984595262,0.821055745,0.460957657,0.501447533,0.788307461,0.007032968,0.654517202,0.090552156,0.117509931,0.446091154,0.879489961,0.534269046,0.441477487,0.477317564,0.500425768,0.481511033,0.287480347,0.186852251,0.853919467,0.606809891,0.15286629,0.376472851,0.187809357,0.843830892,0.880554302,0.140188163,0.611225196,0.251128377,0.385133968,0.005756893,0.260186584,0.641639027,0.1763595,0.47386126,0.160770163,0.937745093,0.57890055,0.648475861,0.455156634,0.705175488,0.98356872,0.205561106,0.752612025,0.039926767,0.051543984,0.967434584,0.526502815,0.019635992,0.121133397,0.069567855,0
sample_257,0.874317955,0.063828075,0.122259032,0.913681002,0.934623873,0.112620295,0.531718176,0.499975752,0.492852604,0.906227808,0.64353431,0.59874568,0.268443678,0.341244866,0.147245439,0.524843523,0.275829165,0.478983142,0.544260017,0.372190415,0.041548775,0.445096841,0.863491994,0.815728206,0.597853927,0.724487454,0.398289679,0.765791884,0.693584497,0.28679363,0.901192705,0.773194682,0.265442734,0.205539777,0.620344812,0.496481209,0.723402596,0.669945595,0.606909258,0.652190081,0.937030237,0.78419208,0.42425532,0.725125725,0.743237359,0.656060957,0.175416856,0.706537075,0.404758702,0.98620558,0.472461293,0.251118873,0.111976045,0.273012645,0.076034004,0.232395122,0.407690227,0.968860376,0.154327935,0.936522018,0.237650353,0.808369808,0.973166167,0.396733804,0.912011123,0.603716484,0.347026937,0.478784604,0.801523866,0.054093399,0.392266018,0.058401329,0.221031399,0.540249438,0.47520304,0.237351055,0.366076535,0.407745061,0.37903976,0.945572566,0.267065299,0.641061238,0.831479597,0.915196813,0.378290341,0.181267694,0.750749876,0.424292714,0.688867688,0.139253702,0.634598145,0.754105517,0.767572732,0.036629587,0.602940835,0.893958949,0.761868733,0.518781249,0.393191448,0.373666097,1
sample_258,0.311315878,0.745672787,0.171267696,0.891944757,0.487651113,0.619671908,0.918736285,0.389797552,0.79191985,0.052391293,0.661265538,0.892796309,0.135804544,0.220603998,0.949516785,0.335751238,0.55318187,0.91787612,0.403655921,0.822011587,0.441497855,0.223135574,0.508735292,0.698430998,0.873744742,0.605724392,0.486153965,0.112528821,0.009436683,0.399442747,0.074153843,0.236601238,0.176113167,0.983297421,0.829136207,0.388946097,0.31305878,0.981009822,0.202653376,0.042667325,0.682575196,0.103552936,0.695162724,0.9361386,0.039876486,0.889811074,0.006845771,0.182107781,0.667035233,0.471758463,0.693280626,0.309962166,0.184635562,0.731040973,0.043388302,0.812017675,0.64299353,0.728641807,0.516810455,0.411287488,0.896067937,0.328575923,0.888151647,0.216996246,0.030485635,0.522993591,0.902815035,0.020894812,0.427254519,0.252127323,0.44607966,0.690176612,0.791416607,0.471595852,0.227587031,0.893770853,0.512750216,0.605527393,0.866707381,0.527761049,0.786925225,0.701763743,0.066184114,0.569902819,0.496285133,0.725891877,0.914160213,0.470917327,0.189277493,0.834593651,0.008856818,0.994255613,0.154733858,0.979074185,0.971015994,0.008155771,0.508911213,0.175226958,0.649355017,0.575477093,1
sample_259,0.471680021,0.169671208,0.181850745,0.948795021,0.941472853,0.53971756,0.43035015,0.565754269,0.201384157,0.490263859,0.949896808,0.586472836,0.350909865,0.256723257,0.50093313,0.499703092,0.334543317,0.134443164,0.258153301,0.241526859,0.575420195,0.377502044,0.501906478,0.993775556,0.48360442,0.547914629,0.565627588,0.3161012,0.965184749,0.517867382,0.453923505,0.562265567,0.62268008,0.419474705,0.675062425,0.350644887,0.449578447,0.872005405,0.973902184,0.435278253,0.165423895,0.381477829,0.759234064,0.614927896,0.473092704,0.537740961,0.295014188,0.810517079,0.734831451,0.055516249,0.664947194,0.001613423,2.01E-05,0.427720162,0.889225784,0.911821612,0.360260339,0.040306696,0.159737241,0.076928043,0.012190943,0.048399138,0.369781413,0.55472242,0.08721537,0.15345578,0.008568981,0.294281419,0.242908733,0.010467955,0.990858358,0.094856179,0.976989596,0.10869871,0.568851043,0.934688831,0.643422851,0.449946718,0.352973899,0.872635416,0.890394608,0.91192945,0.255276296,0.421775556,0.8816277,0.109309439,0.462439846,0.601047508,0.334654102,0.46746813,0.644420466,0.481014241,0.178784017,0.067459047,0.230099554,0.850151665,0.488464988,0.338728225,0.284678189,0.881520727,0
sample_260,0.702789489,0.687043734,0.51401461,0.13659106,0.751983147,0.240629332,0.925492876,0.257269444,0.348486648,0.656976901,0.389383592,0.030645632,0.283753912,0.406699151,0.512523167,0.69597291,0.922388427,0.76852966,0.235062982,0.837405815,0.648914245,0.483849026,0.225033876,0.483213077,0.514025646,0.133258488,0.807191364,0.680949802,0.461303949,0.022987456,0.880752019,0.145063244,0.48882651,0.541492568,0.035655519,0.183387581,0.501582774,0.894125722,0.611835528,0.496365665,0.61786192,0.425868848,0.314393316,0.981242231,0.295226177,0.726572454,0.216682211,0.375595365,0.784024472,0.130439773,0.953668183,0.172177069,0.932694399,0.763450405,0.375831027,0.115116137,0.522406302,0.254876569,0.624597585,0.299020303,0.40334458,0.259787686,0.211749725,0.938098496,0.969873491,0.70964934,0.788077595,0.681336603,0.064867896,0.147883915,0.316069402,0.227739423,0.536783348,0.843518839,0.010191809,0.557621438,0.367575744,0.155263163,0.937321139,0.657853602,0.095845587,0.663146472,0.914009065,0.176523819,0.777152077,0.797243028,0.873814506,0.888694916,0.218218424,0.997206002,0.533580644,0.5916668,0.238345305,0.369206867,0.809853644,0.542748558,0.030640886,0.999553815,0.114842615,0.184623549,0
sample_261,0.429990919,0.965207067,0.095721233,0.694064526,0.639378872,0.050100715,0.947532588,0.659613136,0.055012025,0.958195739,0.490788756,0.534816064,0.612583967,0.936218232,0.097726357,0.84084958,0.022784694,0.091490717,0.093263309,0.723698063,0.765334998,0.635439589,0.449568804,0.162352287,0.65781987,0.624055403,0.71614084,0.701263349,0.409883948,0.721254472,0.419377261,0.713334854,0.285252421,0.722952541,0.348140388,0.246550513,0.227496661,0.986385869,0.433727811,0.082673269,0.9008241,0.388184022,0.351801501,0.422295935,0.562526982,0.010692324,0.136579044,0.393680027,0.691871824,0.882012049,0.970455629,0.012243979,0.490930553,0.776708216,0.191161383,0.346633643,0.637276858,0.681214947,0.745661937,0.299287493,0.297459174,0.364211717,0.591309362,0.651601405,0.717665558,0.107236363,0.07709813,0.771840517,0.822922557,0.475734107,0.496134081,0.069906317,0.37781737,0.468238914,0.366946105,0.192696651,0.787826854,0.616978867,0.886642322,0.151036448,0.434043459,0.498457212,0.548521834,0.916419948,0.38580044,0.664120631,0.456936279,0.901693099,0.816170013,0.26900626,0.94245593,0.728815271,0.317049518,0.363748174,0.472933732,0.908724509,0.692118818,0.264555745,0.931182756,0.869276725,1
sample_262,0.221175978,0.514129625,0.551330587,0.617700335,0.20662326,0.182846897,0.613453965,0.600298908,0.919099384,0.781019775,0.815457213,0.098122157,0.621470838,0.437767879,0.543020065,0.381126571,0.516763314,0.56989295,0.488430762,0.085054077,0.601042798,0.661729633,0.886950153,0.857982105,0.864021767,0.155634413,0.055932824,0.62838174,0.003337169,0.630249889,0.535881849,0.339914747,0.324515179,0.782105622,0.303775563,0.263314767,0.13126415,0.813687972,0.869123401,0.107499184,0.087744386,0.372726872,0.042337411,0.327296818,0.253098183,0.189851477,0.964377874,0.934896828,0.805918364,0.432615741,0.421376047,0.659222788,0.040157418,0.014998135,0.875009144,0.798937079,0.035212137,0.679129719,0.672372572,0.74936532,0.140346886,0.760310707,0.647326894,0.77916481,0.834186155,0.175154269,0.238821921,0.698320348,0.900165648,0.749625207,0.177586953,0.463332479,0.096215883,0.373615818,0.854767075,0.67473144,0.507611563,0.497208529,0.935657441,0.144576808,0.837056043,0.493147568,0.910479178,0.237423295,0.956261574,0.685686583,0.372519575,0.141409888,0.322313102,0.147889155,0.380692849,0.84968955,0.257110773,0.737999011,0.822753102,0.504914045,0.785603498,0.28734768,0.707632166,0.672180027,0
sample_263,0.369683843,0.13891217,0.004885994,0.027396943,0.162446092,0.833476737,0.696978064,0.237902033,0.691313843,0.794002136,0.233337726,0.797009963,0.829198093,0.726663809,0.42490595,0.580715939,0.692688186,0.325938719,0.139385873,0.078163981,0.676890327,0.209441523,0.838351215,0.766346769,0.782311845,0.138985681,0.660476335,0.568669032,0.809886986,0.264855511,0.498113273,0.416222487,0.928056651,0.650711169,0.387291875,0.763493241,0.934128416,0.162609512,0.501781609,0.512493986,0.74682665,0.770657392,0.509621794,0.129458904,0.902414772,0.958223649,0.092773039,0.910222858,0.440348503,0.550192791,0.254681079,0.712984033,0.823605351,0.910055329,0.101673993,0.212173331,0.39121491,0.189708414,0.007734723,0.358911284,0.406303606,0.373737399,0.601880497,0.531553077,0.401284746,0.337142366,0.577055582,0.976708482,0.305474819,0.424719751,0.778583122,0.756908172,0.027297846,0.215575814,0.080332708,0.46957074,0.010025064,0.981100663,0.667785869,0.223208707,0.147251801,0.128634198,0.693359266,0.235751269,0.715550344,0.586886712,0.429813777,0.544907616,0.032757049,0.653695909,0.002833731,0.908517204,0.128730662,0.610854993,0.323388652,0.614613587,0.998788611,0.096563211,0.414682869,0.170450778,0
sample_264,0.204384599,0.490305839,0.704355208,0.83923703,0.923213213,0.174824281,0.741535488,0.409683833,0.185401363,0.766219701,0.169536494,0.98974133,0.317670313,0.864503118,0.113318357,0.846958322,0.163750328,0.63005287,0.085188956,0.313944537,0.024539572,0.625668142,0.996205762,0.013787098,0.505749025,0.657578856,0.052957438,0.905199678,0.848601818,0.119465984,0.188596761,0.473822806,0.996902894,0.982618039,0.331356014,0.652103529,0.510080591,0.322660922,0.228786309,0.625794304,0.812948612,0.143955759,0.388592016,0.859261464,0.792323718,0.245341583,0.006095543,0.892443365,0.282720795,0.158102,0.54970223,0.464960382,0.565451201,0.506379112,0.965956294,0.223785994,0.045555318,0.872887312,0.721438301,0.340200003,0.828476374,0.890315784,0.898991464,0.317772911,0.568265979,0.525697571,0.873870992,0.561351136,0.917690193,0.832354111,0.264882607,0.454126833,0.007905605,0.846734216,0.500779337,0.527835568,0.977728808,0.980900935,0.756550505,0.038145589,0.367178804,0.229359237,0.906523985,0.84636655,0.577260073,0.812104797,0.407148555,0.709219759,0.087099278,0.967975433,0.176319863,0.145367774,0.65566073,0.8233983,0.822199925,0.767940211,0.69138188,0.329147527,0.012627923,0.738842322,0
sample_265,0.275937279,0.998451507,0.184920716,0.269824393,0.733864246,0.803429591,0.805565114,0.77308118,0.039017523,0.247756623,0.058382652,0.384040007,0.895326436,0.676666604,0.18826386,0.023054196,0.098793062,0.024165466,0.904874949,0.355959716,0.999959561,0.342703439,0.53724332,0.312236853,0.15335979,0.129858905,0.400850033,0.574156368,0.262951042,0.291238785,0.267629542,0.794658317,0.013880135,0.459296811,0.163448219,0.242746894,0.977607872,0.18131164,0.245286028,0.737519286,0.123005927,0.368515693,0.564064772,0.877496185,0.723036721,0.261439921,0.252686675,0.617020139,0.340144099,0.138458205,0.956321448,0.016993366,0.127437417,0.732908501,0.351975975,0.340171398,0.679421909,0.246969668,0.5916636,0.95557861,0.847245291,0.662702077,0.859007065,0.620502813,0.037615226,0.39787199,0.232414008,0.938852822,0.6306459,0.741251276,0.036403567,0.361241906,0.294352524,0.52344205,0.279941349,0.58216361,0.418189684,0.335351719,0.386136479,0.30158433,0.775254156,0.543590411,0.013281549,0.901319684,0.631930728,0.635567784,0.329091172,0.409028961,0.156557983,0.819723671,0.25322095,0.47168502,0.440276542,0.985566737,0.934095132,0.403697117,0.550648582,0.996351457,0.926854207,0.22658691,0
sample_266,0.673877506,0.675539589,0.237340362,0.024860496,0.799984583,0.967772423,0.302214846,0.164205796,0.608172283,0.440989201,0.814235063,0.727652577,0.689689444,0.087156542,0.476763521,0.151815386,0.584613066,0.39867,0.901461516,0.036608828,0.665128368,0.353990129,0.300414437,0.94945141,0.198981001,0.240742592,0.442757955,0.914300616,0.267663267,0.808071912,0.791869666,0.488770078,0.316770696,0.806226704,0.300879972,0.152320663,0.00824945,0.861433703,0.833903713,0.559094907,0.264374445,0.450958782,0.02797535,0.433899744,0.197265085,0.928939863,0.301319318,0.723844345,0.022279657,0.215330536,0.484754037,0.210907778,0.907430889,0.444583444,0.857004421,0.707070379,0.881824528,0.913751196,0.949011693,0.798866946,0.783634093,0.584740593,0.953671925,0.891864721,0.3998836,0.244430063,0.505397264,0.83962776,0.20020175,0.218179651,0.605530179,0.544235274,0.411074122,0.627444557,0.20847973,0.265712772,0.396673027,0.78904203,0.159667151,0.088657705,0.10788028,0.860609541,0.278336153,0.950655681,0.121219452,0.837282846,0.019728187,0.778013885,0.457959926,0.102244586,0.680030812,0.63904396,0.143259015,0.873780229,0.346253508,0.88035053,0.88962797,0.736839823,0.115875744,0.295152668,1
sample_267,0.459935123,0.802535368,0.900246888,0.57699245,0.193262,0.427067518,0.590479467,0.593679332,0.230436519,0.451099043,0.143113238,0.323215476,0.994144492,0.777870637,0.263516088,0.880086288,0.141160027,0.163793487,0.238590889,0.80631229,0.550366129,0.903172812,0.222178807,0.491786513,0.320801385,0.99420962,0.301499343,0.583553337,0.262587817,0.963421873,0.029827229,0.359553352,0.781210236,0.163432407,0.713403329,0.547962362,0.909071433,0.183315102,0.954816169,0.455146921,0.417836027,0.943712925,0.867044249,0.186189301,0.77306975,0.476413097,0.16365515,0.412859519,0.800701326,0.627142039,0.574504465,0.509705186,0.1368943,0.463195518,0.178057573,0.140143683,0.514088358,0.410579499,0.971973961,0.310857779,0.145849418,0.426868971,0.632895774,0.449055164,0.381113679,0.679121889,0.470753654,0.208861843,0.088337722,0.25470486,0.701780506,0.204427566,0.417137233,0.869677107,0.788742027,0.490032843,0.453769779,0.209054136,0.388045957,0.680949876,0.277522866,0.555412535,0.383417344,0.968535648,0.367250022,0.987643239,0.618737818,0.068831837,0.165525608,0.254644195,0.768834048,0.849551981,0.398339713,0.175927253,0.865210995,0.454041256,0.029052165,0.143012745,0.605500671,0.693250052,0
sample_268,0.323972614,0.615214578,0.705709832,0.328235993,0.100154881,0.977484991,0.736848776,0.726413707,0.85340596,0.298851275,0.770984224,0.211804562,0.555484932,0.460700662,0.903100221,0.782453875,0.677172159,0.362877034,0.944697049,0.957703494,0.089520462,0.24778546,0.567626599,0.903859114,0.77375765,0.770995429,0.373704846,0.705395465,0.724813392,0.312939624,0.494204161,0.524684807,0.448709492,0.086264048,0.397576904,0.051371199,0.393656735,0.710619182,0.714376536,0.065630155,0.3262842,0.645020223,0.542391331,0.385233486,0.026031619,0.67671408,0.193438827,0.885278214,0.487647323,0.768324698,0.91163167,0.446057475,0.688808778,0.071993727,0.800929339,0.180068724,0.510204393,0.481127509,0.705537377,0.257578435,0.142437882,0.11399609,0.011998021,0.393303416,0.942882674,0.085354298,0.474344411,0.880744314,0.818716283,0.243963235,0.719920364,0.847348401,0.624819298,0.709898042,0.529750197,0.248578893,0.400073332,0.139309925,0.277058166,0.940689268,0.204871777,0.389537412,0.173072082,0.676667091,0.102838852,0.0057947,0.400935484,0.492193316,0.099915497,0.291484536,0.796720629,0.667315699,0.937802378,0.289302085,0.435554122,0.110708365,0.442652086,0.507162286,0.85886337,0.687659274,1
sample_269,0.548559314,0.952106951,0.706500931,0.417793635,0.458051857,0.596334645,0.652541816,0.306989221,0.160556937,0.478122811,0.306959719,0.806899911,0.871891347,0.185955519,0.698261445,0.20579894,0.46240563,0.73241176,0.701274399,0.269123539,0.300037694,0.256361721,0.803013946,0.107859272,0.375031622,0.82308157,0.404523137,0.128777265,0.669692006,0.482256973,0.775091436,0.025574567,0.710932651,0.164563178,0.784758389,0.433705582,0.551627801,0.272961763,0.061282102,0.221710726,0.062431679,0.014013127,0.378120075,0.770218212,0.789890026,0.8943642,0.352071645,0.840734885,0.471371352,0.894560123,0.904472064,0.683809165,0.70125512,0.704601728,0.519843513,0.870966115,0.239432932,0.036584086,0.616795908,0.678950153,0.446978437,0.380019565,0.973711563,0.749086543,0.754598176,0.590449032,0.64679929,0.553279392,0.325290162,0.282275531,0.036284832,0.351623369,0.568962633,0.907323432,0.748517851,0.774581631,0.779427809,0.247776283,0.032826411,0.710964778,0.455471307,0.292442633,0.173092497,0.108342108,0.796599564,0.644672653,0.813495975,0.255996883,0.827953758,0.178634031,0.049806783,0.190952592,0.184142863,0.045877714,0.891261388,0.522696651,0.546336201,0.899427696,0.42757466,0.304893576,1
